[      72ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=8b30a122:14337
[   91536ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/analytics/predictions?horizon_minutes=60:0
[   91536ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   92519ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[   92519ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   93383ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[   93384ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   95107ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[   95107ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   95111ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[   95111ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   95994ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[   95994ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   97779ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[   97779ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   98786ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[   98787ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[   99602ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[   99603ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[  101329ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[  101329ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[  101333ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[  101334ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[  102174ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[  102175ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[  103897ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts:0
[  103897ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
[  118909ms] [ERROR] Failed to load resource: the server responded with a status of 502 (Bad Gateway) @ http://localhost:5173/api/v1/alerts/rich:0
[  118909ms] [ERROR] [API 502] Request failed (502) @ http://localhost:5173/@vite/client:524
